,id,type,x,y
0,0,user,-23.38932991027832,16.841594696044922
1,1,user,27.926820755004883,19.09835433959961
2,2,user,-21.620014190673828,21.031383514404297
3,3,user,8.001935005187988,28.5623722076416
4,4,user,39.39844512939453,-10.006980895996094
5,5,user,-16.8559513092041,23.861547470092773
6,6,user,-17.04657745361328,24.395183563232422
7,7,user,-2.5771334171295166,16.030118942260742
8,8,user,23.8247013092041,-1.6034352779388428
9,9,user,41.22078323364258,-11.64480972290039
10,10,user,40.102333068847656,-9.032233238220215
11,11,user,9.798296928405762,-3.423297643661499
12,12,user,8.155741691589355,42.773834228515625
13,13,user,-3.8349990844726562,22.55238914489746
14,14,user,1.9499953985214233,33.496768951416016
15,15,user,29.068910598754883,29.78697967529297
16,16,user,18.548969268798828,-17.863468170166016
17,17,user,-28.116472244262695,26.78807258605957
18,18,user,17.96154022216797,-11.82159423828125
19,19,user,29.52719497680664,-0.31575536727905273
20,20,user,21.97443199157715,-12.023255348205566
21,21,user,-25.874494552612305,33.972408294677734
22,22,user,26.683528900146484,-21.819355010986328
23,23,user,28.37875747680664,-18.172014236450195
24,24,user,3.7069814205169678,20.606401443481445
25,25,user,-13.2278470993042,34.64653015136719
26,26,user,9.495768547058105,39.49766540527344
27,27,user,20.536693572998047,-6.003957271575928
28,28,user,30.18256187438965,37.68817901611328
29,29,user,-9.395927429199219,21.148971557617188
30,30,user,39.24397659301758,10.636420249938965
31,31,user,-3.829040765762329,25.63237190246582
32,32,user,27.42020606994629,-6.768503189086914
33,33,user,8.492645263671875,8.675511360168457
34,34,user,1.476116418838501,31.269481658935547
35,35,user,13.529841423034668,-12.019659042358398
36,36,user,22.85110855102539,-8.971879005432129
37,37,user,30.706729888916016,3.664876699447632
38,38,user,31.126020431518555,-15.783583641052246
39,39,user,24.80828094482422,-10.541831970214844
40,40,user,9.635431289672852,-4.709495544433594
41,41,user,19.201871871948242,1.048302412033081
42,42,user,21.724010467529297,21.70241928100586
43,43,user,6.743913173675537,27.086856842041016
44,44,user,-12.754549980163574,33.68144607543945
45,45,user,-0.13438570499420166,30.115936279296875
46,46,user,1.791601538658142,24.588987350463867
47,47,user,30.02294921875,-24.738712310791016
48,48,user,-16.104066848754883,21.258176803588867
49,49,user,12.661885261535645,-28.44568634033203
50,50,user,28.214622497558594,19.68088150024414
51,51,user,15.515443801879883,-28.83662986755371
52,52,user,-22.12582778930664,24.948293685913086
53,53,user,33.46643829345703,-7.1995320320129395
54,54,user,31.79470443725586,2.979118585586548
55,55,user,-28.556167602539062,29.18776512145996
56,56,user,25.36447525024414,-14.631888389587402
57,57,user,31.994800567626953,-8.843831062316895
58,58,user,44.7978515625,17.744529724121094
59,59,user,-0.141205832362175,30.04698371887207
60,60,user,30.834678649902344,-0.7189515233039856
